96 plate ID,96 plate number,96 well,384 plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y,SMILES
RSL Repository 001,Plate 1,G11,RSL_384001,SP40186,M21,Axinellin B,Axinellin B,15,m,21,13,O=C(N1[C@@H](CCC1)C(N[C@H]([C@@H](O)C)C(N[C@H](CC(C)C)C(N[C@@H]2C(C)C)=O)=O)=O)[C@@H](CC3=CC=CC=C3)NC([C@H](CCC4)N4C([C@@H](CC5=CNC6=C5C=CC=C6)NC([C@H](CCC7)N7C2=O)=O)=O)=O
RSL Repository 002,Plate 2,G11,RSL_384001,SP40186,M22,AB - Sanguinamide VI,AB - Sanguinamide VI,15,m,22,13,O=C(C1=CSC([C@@H]2C(C)C)=N1)N[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(N(CCC4)[C@@H]4C(N[C@@H](CC(C)C)C(N(CCC5)[C@@H]5C(N2)=O)=O)=O)=O)=O
RSL Repository 001,Plate 1,H02,RSL_384001,SP40186,O03,1NMe3-6F,1NMe3-6F,15,m,3,15,O=C([C@H](CC(C)C)N(C)C([C@@H](CC(C)C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,H02,RSL_384001,SP40186,O04,AB16,AB16,15,m,4,15,O=C(N[C@@H](CC(C)C)C(N[C@H]([C@@H](C)CC)C(N[C@@H](C(C)C)C(N[C@H]([C@H](C)CC)C(N[C@@H]1C)=O)=O)=O)=O)[C@H](CC2=CNC3=C2C=CC=C3)NC1=O
RSL Repository 001,Plate 1,H03,RSL_384001,SP40186,O05,1NMe3-2Pro6F,1NMe3-2Pro6F,15,m,5,15,O=C([C@H](CC(C)C)N(C)C([C@@H]1N2CCC1)=O)N[C@@H](CC(C)C)C(N3[C@H](CCC3)C(N(C)[C@@H](CC4=CC=CC=C4)C(N[C@@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,H03,RSL_384001,SP40186,O06,AB17,AB17,15,m,6,15,O=C([C@@H](NC1=O)CC2=CNC3=C2C=CC=C3)N[C@H](C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@@H]1C)=O)[C@@H](CC)C)=O)C(C)C)=O)[C@H](CC)C)=O)[C@@H](CC)C
RSL Repository 001,Plate 1,H04,RSL_384001,SP40186,O07,1NMe3-25Ala6F,1NMe3-25Ala6F,15,m,7,15,O=C([C@H](CC(C)C)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N(C)[C@H](C)C(N(C)[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,H04,RSL_384001,SP40186,O08,AB21 - Peak 2,AB21 - Peak 2,15,m,8,15,O=C(N[C@@H](CC(C)C)C(N[C@H](CC(C)C)C(N[C@@H](C(C)C)C(N[C@H]([C@H](C)CC)C(N[C@@H]1C)=O)=O)=O)=O)[C@H](CC2=CNC3=C2C=CC=C3)NC1=O
RSL Repository 001,Plate 1,H05,RSL_384001,SP40186,O09,1NMe3-5EL6F,1NMe3-5EL6F,15,m,9,15,O=C([C@H](CC(C)C)N(C)C([C@@H](CC(C)C)N1C)=O)N[C@@H](CC(C)C)C(O[C@H](CC(C)C)C(N(C)[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,H05,RSL_384001,SP40186,O10,ent-57',ent-57',15,m,10,15,O=C([C@@H](CCC1)N1C([C@@H](CC(C)C)NC([C@@H](CC(C)C)N2)=O)=O)N[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C(N[C@H](CC(C)C)C2=O)=O)=O
RSL Repository 001,Plate 1,H06,RSL_384001,SP40186,O11,1NMe3-5Leu,1NMe3-5Leu,15,m,11,15,O=C([C@H](CC(C)C)N(C)C([C@@H](CC(C)C)N1C)=O)N[C@@H](CC(C)C)C(N(C)[C@H](CC(C)C)C(N(C)[C@@H](CC2=CC=C(O)C=C2)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,H06,RSL_384001,SP40186,O12,ent-69',ent-69',15,m,12,15,O=C([C@@H](CCC1)N1C([C@@H](CC(C)C)NC([C@H](CC(C)C)N2)=O)=O)N[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C2=O)=O)=O
RSL Repository 001,Plate 1,H07,RSL_384001,SP40186,O13,1NMe3-25Ala,1NMe3-25Ala,15,m,13,15,O=C([C@H](CC(C)C)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N(C)[C@H](C)C(N(C)[C@@H](CC2=CC=C(O)C=C2)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,H07,RSL_384001,SP40186,O14,1NMe3'-L4Ipg,1NMe3'-L4Ipg,15,m,14,15,O=C(N[C@H](C(N(C)[C@H](C(N(CCC(C)C)C1)=O)CC(C)C)=O)CC2=CC=C(C=C2)O)[C@H]3CCCN3C([C@H](CC(C)C)N(C)C([C@@H](NC1=O)CC(C)C)=O)=O
RSL Repository 001,Plate 1,H08,RSL_384001,SP40186,O15,1NMe3-2Pro,1NMe3-2Pro,15,m,15,15,O=C([C@H](CC(C)C)N(C)C([C@@H]1N2CCC1)=O)N[C@@H](CC(C)C)C(N3[C@H](CCC3)C(N(C)[C@@H](CC4=CC=C(O)C=C4)C(N[C@@H](CC(C)C)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,H08,RSL_384001,SP40186,O16,1NMe3'-L5Ipg,1NMe3'-L5Ipg,15,m,16,15,O=C(N[C@H](C(N(CCC(C)C)CC(N(C)[C@@H]1CC(C)C)=O)=O)CC2=CC=C(C=C2)O)[C@H]3CCCN3C([C@H](CC(C)C)N(C)C([C@@H](NC1=O)CC(C)C)=O)=O
RSL Repository 001,Plate 1,H09,RSL_384001,SP40186,O17,1NMe3-2Ala,1NMe3-2Ala,15,m,17,15,O=C([C@H](CC(C)C)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=C(O)C=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,H09,RSL_384001,SP40186,O18,3NMe3,3NMe3,15,m,18,15,O=C([C@H](CCC1)N1C([C@H](CC2=CC=C(O)C=C2)N3C)=O)N[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@H](CC(C)C)C(N[C@@H](CC(C)C)C3=O)=O)=O)=O
RSL Repository 001,Plate 1,H10,RSL_384001,SP40186,O19,1NMe3-2Ala3Abu6F,1NMe3-2Ala3Abu6F,15,m,19,15,O=C([C@H](CC)N(C)C([C@@H](C)N1C)=O)N[C@@H](CC(C)C)C(N2[C@H](CCC2)C(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H](CC(C)C)C1=O)=O)=O)=O
RSL Repository 002,Plate 2,H10,RSL_384001,SP40186,O20,755-6,755-6,15,m,20,15,O=C([C@@H](CCC1)N1C([C@H](CC(C)C)N(C)C([C@@H](CC(C)C)N2C)=O)=O)N[C@@H](CC3=CC=C(O)C=C3)C(N[C@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C2=O)=O)=O
RSL Repository 001,Plate 1,H11,RSL_384001,SP40186,O21,HA'*-1L4LLeu25LNMe,HA'*-1L4LLeu25LNMe,15,m,21,15,O=C([C@H](CC1=CC=CC=C1)N(C)C(CN2C)=O)N[C@@H](CC(C)C)C(N(C)CC(N(C)[C@@H](CC3=CC=CC=C3)C(N[C@@H]([C@@H](C)CC)C2=O)=O)=O)=O
RSL Repository 002,Plate 2,H11,RSL_384001,SP40186,O22,657-1,657-1,15,m,22,15,O=C([C@@H](CCC1)N1C([C@@H](CC(C)C)NC([C@H](CC(C)C)N2)=O)=O)N[C@@H](CC3=CC=C(O)C=C3)C(N[C@H](CC(C)C)C(NCC2=O)=O)=O
