384_plate_ID,Plate Map,Well,Human_Readable_Name,MoleculeID,Concentration,Unit,Well_X,Well_Y
HIFAN2.0_Botanical-ImmunoCP,SP20302,L23,LPS_L23,LPS_L23,,,23,12
HIFAN2.0_Botanical-ImmunoCP,SP20302,L24,LPS_L24,LPS_L24,,,24,12
HIFAN2.0_Botanical-ImmunoCP,SP20302,M03,HC02A,HC02A-rep1,10.0,mg/ml,3,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M04,I-BET-762,SW220225-1-rep1,10.0,m,4,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M05,SW203057-1,SW203057-1-rep1,10.0,mg/ml,5,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M06,dmso-anam-M06,dmso-anam-M06,10.0,m,6,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M07,SN-A-005-10L-16,SN-A-005-10L-16-rep1,10.0,mg/ml,7,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M08,HC02A,HC02A-rep1,2.0,mg/ml,8,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M09,I-BET-762,SW220225-1-rep1,2.0,m,9,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M10,SW203057-1,SW203057-1-rep1,2.0,mg/ml,10,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M11,SN-C-010-12,SN-C-010-12-rep1,2.0,mg/ml,11,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M12,SN-A-005-10L-16,SN-A-005-10L-16-rep1,2.0,mg/ml,12,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M23,LPS_M23,LPS_M23,,,23,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,M24,LPS_M24,LPS_M24,,,24,13
HIFAN2.0_Botanical-ImmunoCP,SP20302,N03,HC02B,HC02B-rep1,10.0,mg/ml,3,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N04,PD0325901 (Trametinib),SW218101-2-rep1,10.0,m,4,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N05,RLUS-2079D,SW218706-1-rep1,10.0,mg/ml,5,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N06,SN-A-005-10L-1,SN-A-005-10L-1-rep1,10.0,mg/ml,6,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N07,SN-A-005-10L-17,SN-A-005-10L-17-rep1,10.0,mg/ml,7,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N08,HC02B,HC02B-rep1,2.0,mg/ml,8,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N09,PD0325901 (Trametinib),SW218101-2-rep1,2.0,m,9,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N10,RLUS-2079D,SW218706-1-rep1,2.0,mg/ml,10,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N11,SN-A-005-10L-1,SN-A-005-10L-1-rep1,2.0,mg/ml,11,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N12,SN-A-005-10L-17,SN-A-005-10L-17-rep1,2.0,mg/ml,12,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N23,LPS_N23,LPS_N23,,,23,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,N24,LPS_N24,LPS_N24,,,24,14
HIFAN2.0_Botanical-ImmunoCP,SP20302,O03,HC02C,HC02C-rep1,10.0,mg/ml,3,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O04,MEK162,SW219910-1-rep1,10.0,m,4,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O05,PhepB-2Me,PhepB-2Me-rep1,10.0,mg/ml,5,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O06,SN-A-005-10L-2,SN-A-005-10L-2-rep1,10.0,mg/ml,6,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O07,SN-A-005-10L-18,SN-A-005-10L-18-rep1,10.0,mg/ml,7,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O08,HC02C,HC02C-rep1,2.0,mg/ml,8,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O09,MEK162,SW219910-1-rep1,2.0,m,9,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O10,PhepB-2Me,PhepB-2Me-rep1,2.0,mg/ml,10,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O11,SN-A-005-10L-2,SN-A-005-10L-2-rep1,2.0,mg/ml,11,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O12,SN-A-005-10L-18,SN-A-005-10L-18-rep1,2.0,mg/ml,12,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O23,LPS_O23,LPS_O23,,,23,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,O24,LPS_O24,LPS_O24,,,24,15
HIFAN2.0_Botanical-ImmunoCP,SP20302,P03,HC03A,HC03A-rep1,10.0,mg/ml,3,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P04,U0126,SW219366-1-rep1,10.0,m,4,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P05,DMSOP05,DMSOP05,10.0,m,5,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P06,SN-A-005-10L-3,SN-A-005-10L-3-rep1,10.0,mg/ml,6,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P07,SN-A-028-10L-4,SN-A-028-10L-4-rep1,10.0,mg/ml,7,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P08,HC03A,HC03A-rep1,2.0,mg/ml,8,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P09,U0126,SW219366-1-rep1,2.0,m,9,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P10,DMSO,DMSOP10,2.0,m,10,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P11,SN-A-005-10L-3,SN-A-005-10L-3-rep1,2.0,mg/ml,11,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P12,SN-A-028-10L-4,SN-A-028-10L-4-rep1,2.0,mg/ml,12,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P23,LPS_P23,LPS_P23,,,23,16
HIFAN2.0_Botanical-ImmunoCP,SP20302,P24,LPS_P24,LPS_P24,,,24,16
